model	macro_f1_mean	macro_f1_std	balanced_accuracy_mean	balanced_accuracy_std	accuracy_mean	accuracy_std	macro_ovr_roc_auc_mean	macro_ovr_roc_auc_std	multiclass_log_loss_mean	multiclass_log_loss_std	selected_genes_mean	selected_genes_std	nonzero_impurity_importance_genes_mean	nonzero_impurity_importance_genes_std
random_forest	0.9047360301064644	0.03756580918880496	0.9045974342812337	0.04079552628446066	0.9166869989543395	0.020069095440959323	0.9861852838635604	0.004968849343449011	0.36652746582206985	0.016184982560188174	2000.0	0.0	1999.6	0.5477225575051661
