model	outer_fold	outer_train_n	outer_validation_n	low_expression_pass_genes	selected_genes	unique_nonzero_genes	macro_f1	balanced_accuracy	accuracy	calibrated_macro_f1	decision_macro_ovr_roc_auc	calibrated_macro_ovr_roc_auc	calibrated_multiclass_log_loss	inner_best_macro_f1	convergence_warning_count
linear_svc	1	604	152	15174	1000	1000	0.8753947340903863	0.8882145072669267	0.875	0.8643051739120223	0.9741088806871527	0.9745526417555859	0.333622444857651	0.877045757398321	0
linear_svc	2	605	151	15170	1000	1000	0.8809523809523809	0.9140625	0.8874172185430463	0.8809848484848484	0.9803535448656107	0.9829004439069173	0.2868316663919321	0.8787542101751494	0
linear_svc	3	605	151	15184	1000	1000	0.8561965811965813	0.88125	0.847682119205298	0.834089991928975	0.9559551815583869	0.9608496895819834	0.372961536093462	0.8760867139752163	0
linear_svc	4	605	151	15192	1000	1000	0.8273957523957525	0.827199074074074	0.8741721854304636	0.8318622837804424	0.9708157521191663	0.9773851174400234	0.3606027674817583	0.8701047267942709	0
linear_svc	5	605	151	15187	1000	1000	0.9185933347698054	0.9392609228256431	0.9139072847682119	0.9520905923344948	0.9838812461695359	0.9880936555376655	0.2518368975525587	0.8515203280386656	0
