model	macro_f1_mean	macro_f1_std	balanced_accuracy_mean	balanced_accuracy_std	accuracy_mean	accuracy_std	calibrated_macro_f1_mean	calibrated_macro_f1_std	decision_macro_ovr_roc_auc_mean	decision_macro_ovr_roc_auc_std	calibrated_macro_ovr_roc_auc_mean	calibrated_macro_ovr_roc_auc_std	calibrated_multiclass_log_loss_mean	calibrated_multiclass_log_loss_std	unique_nonzero_genes_mean	unique_nonzero_genes_std
linear_svc	0.8717065566809813	0.03354647744004589	0.8899974008333288	0.04192060701957669	0.879635761589404	0.02401803793447035	0.8726665780881566	0.048990877147788964	0.9730229210799705	0.010828202809144677	0.976756309644435	0.01030240155203492	0.3211710624754724	0.05093763340950803	1000.0	0.0
