pam50_class	matrix_column	coefficient_sum	coefficient_sum_squares	absolute_coefficient_sum	selected_fold_count	nonzero_fold_count	positive_fold_count	negative_fold_count	mean_coefficient_including_zeros	mean_absolute_coefficient_including_zeros	coefficient_sd_including_zeros	sign_consistency	gene_id	gene_id_without_version	gene_name	gene_type	top20_outer_fold_count	top20_outer_fold_frequency	direction	direction_rank
Basal-like	6150	-1.3018115907907486	0.36134692068536123	1.3018115907907486	5.0	5.0	0.0	5.0	-0.2603623181581497	0.2603623181581497	0.0748402249828483	1.0	ENSG00000129514.8	ENSG00000129514	FOXA1	protein_coding	5.0	1.0	negative	1
Basal-like	1210	-0.869484782218933	0.16481084522564646	0.869484782218933	5.0	5.0	0.0	5.0	-0.1738969564437866	0.1738969564437866	0.05833114074742874	1.0	ENSG00000072858.11	ENSG00000072858	SIDT1	protein_coding	5.0	1.0	negative	2
Basal-like	4464	-0.8373243901878594	0.18211623729522908	0.8373243901878594	5.0	5.0	0.0	5.0	-0.16746487803757187	0.16746487803757187	0.102339887647162	1.0	ENSG00000115648.14	ENSG00000115648	MLPH	protein_coding	4.0	0.8	negative	3
Basal-like	12507	-0.8349239937961102	0.1693898594999461	0.8349239937961102	5.0	5.0	0.0	5.0	-0.16698479875922204	0.16698479875922204	0.08655958123838269	1.0	ENSG00000169083.18	ENSG00000169083	AR	protein_coding	5.0	1.0	negative	4
Basal-like	2222	-0.6946795294061301	0.13769567843054245	0.6946795294061301	5.0	5.0	0.0	5.0	-0.138935905881226	0.138935905881226	0.10146396985550829	1.0	ENSG00000100219.16	ENSG00000100219	XBP1	protein_coding	4.0	0.8	negative	5
Basal-like	10428	-0.5015553683042525	0.07382629183020314	0.5015553683042525	5.0	4.0	0.0	4.0	-0.1003110736608505	0.1003110736608505	0.07667257386973562	1.0	ENSG00000160180.15	ENSG00000160180	TFF3	protein_coding	4.0	0.8	negative	6
Basal-like	342	-0.4368203431367871	0.06164434445276226	0.4368203431367871	5.0	4.0	0.0	4.0	-0.08736406862735742	0.08736406862735742	0.07661909360129199	1.0	ENSG00000013588.9	ENSG00000013588	GPRC5A	protein_coding	3.0	0.6	negative	7
Basal-like	3095	-0.3629137873649597	0.1317064170595792	0.3629137873649597	5.0	1.0	0.0	1.0	-0.07258275747299195	0.07258275747299195	0.16229997970399085	1.0	ENSG00000105388.16	ENSG00000105388	CEACAM5	protein_coding	1.0	0.2	negative	8
Basal-like	10871	-0.3259937725961207	0.03428398158600909	0.3259937725961207	5.0	4.0	0.0	4.0	-0.06519875451922415	0.06519875451922415	0.05707362269849101	1.0	ENSG00000162949.16	ENSG00000162949	CAPN13	protein_coding	4.0	0.8	negative	9
Basal-like	900	-0.3218515794724225	0.04430113234106291	0.3218515794724225	5.0	3.0	0.0	3.0	-0.0643703158944845	0.0643703158944845	0.0767845109694727	1.0	ENSG00000064787.13	ENSG00000064787	BCAS1	protein_coding	2.0	0.4	negative	10
Basal-like	19840	-0.3124795053154229	0.02980553748230368	0.3124795053154229	5.0	5.0	0.0	5.0	-0.06249590106308458	0.06249590106308458	0.0506873979255924	1.0	ENSG00000204385.13	ENSG00000204385	SLC44A4	protein_coding	3.0	0.6	negative	11
Basal-like	4188	-0.2958080135285853	0.05647227901796713	0.2958080135285853	5.0	3.0	0.0	3.0	-0.05916160270571706	0.05916160270571706	0.09870638637446615	1.0	ENSG00000113494.17	ENSG00000113494	PRLR	protein_coding	2.0	0.4	negative	12
Basal-like	5565	-0.28566178306937207	0.021890288663016125	0.28566178306937207	5.0	4.0	0.0	4.0	-0.05713235661387441	0.05713235661387441	0.0373154050016261	1.0	ENSG00000124664.11	ENSG00000124664	SPDEF	protein_coding	4.0	0.8	negative	13
Basal-like	14093	-0.2577216811478137	0.03729792882268696	0.2577216811478137	5.0	3.0	0.0	3.0	-0.05154433622956274	0.05154433622956274	0.07748199119143089	1.0	ENSG00000176532.4	ENSG00000176532	PRR15	protein_coding	2.0	0.4	negative	14
Basal-like	10430	-0.2047294173389671	0.019853903246157684	0.2047294173389671	5.0	3.0	0.0	3.0	-0.04094588346779342	0.04094588346779342	0.053551555489469896	1.0	ENSG00000160182.3	ENSG00000160182	TFF1	protein_coding	2.0	0.4	negative	15
Basal-like	8298	-0.1833971515297888	0.01643855454586646	0.1833971515297888	5.0	3.0	0.0	3.0	-0.03667943030595776	0.03667943030595776	0.049273855917764335	1.0	ENSG00000142973.14	ENSG00000142973	CYP4B1	protein_coding	2.0	0.4	negative	16
Basal-like	3420	-0.1072826161980628	0.006509076527168079	0.1072826161980628	5.0	2.0	0.0	2.0	-0.02145652323961256	0.02145652323961256	0.032431329680988684	1.0	ENSG00000107485.18	ENSG00000107485	GATA3	protein_coding	2.0	0.4	negative	17
Basal-like	7387	-0.0745950043201446	0.0028242318668161527	0.0745950043201446	5.0	2.0	0.0	2.0	-0.01491900086402892	0.01491900086402892	0.020684226677058017	1.0	ENSG00000136944.19	ENSG00000136944	LMX1B	protein_coding	1.0	0.2	negative	18
Basal-like	3324	-0.063905021175742	0.0022386454804762747	0.063905021175742	5.0	2.0	0.0	2.0	-0.0127810042351484	0.0127810042351484	0.01885387980086505	1.0	ENSG00000106541.12	ENSG00000106541	AGR2	protein_coding	1.0	0.2	negative	19
Basal-like	4711	-0.053543696645647204	0.0026460910789735123	0.053543696645647204	5.0	2.0	0.0	2.0	-0.01070873932912944	0.01070873932912944	0.02276348824805468	1.0	ENSG00000117472.10	ENSG00000117472	TSPAN1	protein_coding	0.0	0.0	negative	20
HER2-enriched	8162	2.6055407524108887	1.3866215278422587	2.6055407524108887	5.0	5.0	5.0	0.0	0.5211081504821777	0.5211081504821777	0.08493086209894302	1.0	ENSG00000141736.14	ENSG00000141736	ERBB2	protein_coding	5.0	1.0	positive	1
HER2-enriched	8163	1.3561843186616898	0.5204774369984834	1.3561843186616898	4.0	4.0	4.0	0.0	0.27123686373233796	0.27123686373233796	0.1953396118057657	1.0	ENSG00000141738.14	ENSG00000141738	GRB7	protein_coding	4.0	0.8	positive	2
HER2-enriched	5282	1.3204503618180752	0.49242266027918635	1.3204503618180752	5.0	5.0	5.0	0.0	0.26409007236361504	0.26409007236361504	0.18954209867077632	1.0	ENSG00000122584.13	ENSG00000122584	NXPH1	protein_coding	4.0	0.8	positive	3
HER2-enriched	10541	1.1392590254545212	0.26908839838990795	1.1392590254545212	5.0	5.0	5.0	0.0	0.22785180509090425	0.22785180509090425	0.048749802497012405	1.0	ENSG00000160867.15	ENSG00000160867	FGFR4	protein_coding	5.0	1.0	positive	4
HER2-enriched	9445	0.7166203185915946	0.11309217022419518	0.7166203185915946	5.0	5.0	5.0	0.0	0.1433240637183189	0.1433240637183189	0.05094907756900875	1.0	ENSG00000151715.8	ENSG00000151715	TMEM45B	protein_coding	5.0	1.0	positive	5
HER2-enriched	28755	0.6961436718702315	0.1048696112540781	0.6961436718702315	5.0	5.0	5.0	0.0	0.13922873437404631	0.13922873437404631	0.04457131610431861	1.0	ENSG00000229453.2	ENSG00000229453	SPINK8	protein_coding	4.0	0.8	positive	6
HER2-enriched	17764	0.6124411225318906	0.11086599553325933	0.6124411225318906	5.0	4.0	4.0	0.0	0.12248822450637813	0.12248822450637813	0.09466938499276692	1.0	ENSG00000198535.5	ENSG00000198535	C2CD4A	protein_coding	3.0	0.6	positive	7
HER2-enriched	13318	0.5348801283398641	0.10735328768305238	0.5348801283398641	5.0	4.0	4.0	0.0	0.10697602566797282	0.10697602566797282	0.11195304522932648	1.0	ENSG00000172478.18	ENSG00000172478	MAB21L4	protein_coding	3.0	0.6	positive	8
HER2-enriched	10119	0.4225269481539724	0.03643974155844522	0.4225269481539724	5.0	5.0	5.0	0.0	0.08450538963079449	0.08450538963079449	0.013545637445163615	1.0	ENSG00000157613.11	ENSG00000157613	CREB3L1	protein_coding	4.0	0.8	positive	9
HER2-enriched	14703	0.4020616067573426	0.05217610872148286	0.4020616067573426	5.0	4.0	4.0	0.0	0.08041232135146852	0.08041232135146852	0.07043685398252761	1.0	ENSG00000179593.16	ENSG00000179593	ALOX15B	protein_coding	3.0	0.6	positive	10
HER2-enriched	8165	0.3145273327827453	0.0364601429671828	0.3145273327827453	5.0	3.0	3.0	0.0	0.06290546655654906	0.06290546655654906	0.06456518867334246	1.0	ENSG00000141744.4	ENSG00000141744	PNMT	protein_coding	2.0	0.4	positive	11
HER2-enriched	10016	0.2177737951278686	0.03468337859667691	0.2177737951278686	5.0	2.0	2.0	0.0	0.04355475902557372	0.04355475902557372	0.07936985168783851	1.0	ENSG00000156738.18	ENSG00000156738	MS4A1	protein_coding	1.0	0.2	positive	12
HER2-enriched	15042	0.2077466752380132	0.03280863676722901	0.2077466752380132	5.0	2.0	2.0	0.0	0.041549335047602644	0.041549335047602644	0.07774461485006423	1.0	ENSG00000181449.4	ENSG00000181449	SOX2	protein_coding	1.0	0.2	positive	13
HER2-enriched	14163	0.19857713207602487	0.02398785968789295	0.19857713207602487	5.0	2.0	2.0	0.0	0.03971542641520497	0.03971542641520497	0.06344541790229052	1.0	ENSG00000176887.7	ENSG00000176887	SOX11	protein_coding	1.0	0.2	positive	14
HER2-enriched	5107	0.1855397969484329	0.03442501625166571	0.1855397969484329	5.0	1.0	1.0	0.0	0.03710795938968658	0.03710795938968658	0.0829759197016408	1.0	ENSG00000120885.22	ENSG00000120885	CLU	protein_coding	1.0	0.2	positive	15
HER2-enriched	12894	0.1779627427458762	0.016491730613510204	0.1779627427458762	5.0	2.0	2.0	0.0	0.03559254854917524	0.03559254854917524	0.05039241771433283	1.0	ENSG00000170786.12	ENSG00000170786	SDR16C5	protein_coding	1.0	0.2	positive	16
HER2-enriched	15510	0.1609127721749244	0.01075095212971166	0.1609127721749244	5.0	4.0	4.0	0.0	0.03218255443498488	0.03218255443498488	0.037324147947099325	1.0	ENSG00000183569.18	ENSG00000183569	SERHL2	protein_coding	2.0	0.4	positive	17
HER2-enriched	2153	0.1517135784379206	0.009843087395478886	0.1517135784379206	5.0	4.0	4.0	0.0	0.03034271568758412	0.03034271568758412	0.03619283568260115	1.0	ENSG00000099994.11	ENSG00000099994	SUSD2	protein_coding	1.0	0.2	positive	18
HER2-enriched	16004	0.15078501030802718	0.013952804592397785	0.15078501030802718	5.0	2.0	2.0	0.0	0.030157002061605438	0.030157002061605438	0.048491186636541006	1.0	ENSG00000185559.16	ENSG00000185559	DLK1	protein_coding	1.0	0.2	positive	19
HER2-enriched	5800	0.1379299199325031	0.010145624813484935	0.1379299199325031	5.0	3.0	3.0	0.0	0.02758598398650062	0.02758598398650062	0.0398142319119922	1.0	ENSG00000126233.2	ENSG00000126233	SLURP1	protein_coding	1.0	0.2	positive	20
HER2-enriched	7962	-0.684854209423065	0.11647126757554113	0.684854209423065	5.0	5.0	0.0	5.0	-0.136970841884613	0.136970841884613	0.07527650686409879	1.0	ENSG00000140443.15	ENSG00000140443	IGF1R	protein_coding	4.0	0.8	negative	1
HER2-enriched	37327	-0.6721268072724342	0.17645780929846283	0.6721268072724342	5.0	4.0	0.0	4.0	-0.13442536145448686	0.13442536145448686	0.14671990346201808	1.0	ENSG00000244734.4	ENSG00000244734	HBB	protein_coding	3.0	0.6	negative	2
HER2-enriched	1943	-0.622412137687206	0.11660472453025747	0.622412137687206	5.0	4.0	0.0	4.0	-0.12448242753744121	0.12448242753744121	0.09890064547588398	1.0	ENSG00000091831.24	ENSG00000091831	ESR1	protein_coding	3.0	0.6	negative	3
HER2-enriched	5027	-0.6068843901157378	0.09263325031228972	0.6068843901157378	5.0	4.0	0.0	4.0	-0.12137687802314756	0.12137687802314756	0.06886856634027515	1.0	ENSG00000120262.10	ENSG00000120262	CCDC170	protein_coding	4.0	0.8	negative	4
HER2-enriched	16716	-0.5843326188623905	0.10674012774909437	0.5843326188623905	5.0	4.0	0.0	4.0	-0.11686652377247811	0.11686652377247811	0.09804489514474787	1.0	ENSG00000188488.14	ENSG00000188488	SERPINA5	protein_coding	4.0	0.8	negative	5
HER2-enriched	12464	-0.4148636683821676	0.05948162481170293	0.4148636683821676	5.0	3.0	0.0	3.0	-0.08297273367643351	0.08297273367643351	0.07915057192307758	1.0	ENSG00000168913.7	ENSG00000168913	ENHO	protein_coding	3.0	0.6	negative	6
HER2-enriched	12814	-0.3691713092848658	0.1354657626396857	0.3691713092848658	5.0	2.0	0.0	2.0	-0.07383426185697316	0.07383426185697316	0.16447512845401982	1.0	ENSG00000170419.11	ENSG00000170419	VSTM2A	protein_coding	1.0	0.2	negative	7
HER2-enriched	5530	-0.3301468193531036	0.1089969223289708	0.3301468193531036	5.0	1.0	0.0	1.0	-0.06602936387062072	0.06602936387062072	0.14764614612577653	1.0	ENSG00000124479.11	ENSG00000124479	NDP	protein_coding	1.0	0.2	negative	8
HER2-enriched	6968	-0.32392839342355706	0.05161589940278287	0.32392839342355706	5.0	3.0	0.0	3.0	-0.06478567868471141	0.06478567868471141	0.08750711198181196	1.0	ENSG00000134830.6	ENSG00000134830	C5AR2	protein_coding	2.0	0.4	negative	9
HER2-enriched	17363	-0.32115533202886576	0.07161937987123196	0.32115533202886576	5.0	2.0	0.0	2.0	-0.06423106640577315	0.06423106640577315	0.11290618939313929	1.0	ENSG00000197261.11	ENSG00000197261	C6orf141	protein_coding	1.0	0.2	negative	10
HER2-enriched	13976	-0.313799288123846	0.03762484496695084	0.313799288123846	5.0	3.0	0.0	3.0	-0.0627598576247692	0.0627598576247692	0.06695305504893773	1.0	ENSG00000175928.6	ENSG00000175928	LRRN1	protein_coding	2.0	0.4	negative	11
HER2-enriched	35325	-0.2960267513990402	0.07152045876228486	0.2960267513990402	5.0	2.0	0.0	2.0	-0.05920535027980804	0.05920535027980804	0.11618314341322392	1.0	ENSG00000239887.6	ENSG00000239887	C1orf226	protein_coding	1.0	0.2	negative	12
HER2-enriched	17018	-0.2237702496349811	0.021459003148281315	0.2237702496349811	5.0	3.0	0.0	3.0	-0.04475404992699622	0.04475404992699622	0.053489200367786774	1.0	ENSG00000196208.14	ENSG00000196208	GREB1	protein_coding	2.0	0.4	negative	13
HER2-enriched	683	-0.1791278533637522	0.011854237505968587	0.1791278533637522	5.0	3.0	0.0	3.0	-0.03582557067275044	0.03582557067275044	0.03686760073502005	1.0	ENSG00000050628.20	ENSG00000050628	PTGER3	protein_coding	2.0	0.4	negative	14
HER2-enriched	730	-0.1742419861257075	0.018958120768396525	0.1742419861257075	5.0	2.0	0.0	2.0	-0.0348483972251415	0.0348483972251415	0.05675840647558359	1.0	ENSG00000054598.9	ENSG00000054598	FOXC1	protein_coding	1.0	0.2	negative	15
HER2-enriched	5496	-0.1651473604142664	0.009413855975145484	0.1651473604142664	5.0	3.0	0.0	3.0	-0.03302947208285328	0.03302947208285328	0.03146079244387196	1.0	ENSG00000124249.7	ENSG00000124249	KCNK15	protein_coding	2.0	0.4	negative	16
HER2-enriched	4364	-0.1565339006483554	0.013560715501089504	0.1565339006483554	5.0	2.0	0.0	2.0	-0.03130678012967108	0.03130678012967108	0.04652994490285709	1.0	ENSG00000115112.8	ENSG00000115112	TFCP2L1	protein_coding	1.0	0.2	negative	17
HER2-enriched	10159	-0.1357089132070541	0.018416909123839746	0.1357089132070541	1.0	1.0	0.0	1.0	-0.027141782641410823	0.027141782641410823	0.0606908710167184	1.0	ENSG00000157992.12	ENSG00000157992	KRTCAP3	protein_coding	1.0	0.2	negative	18
HER2-enriched	20082	-0.107589453458786	0.011575490495560278	0.107589453458786	5.0	1.0	0.0	1.0	-0.021517890691757198	0.021517890691757198	0.048115466319179075	1.0	ENSG00000205002.4	ENSG00000205002	AARD	protein_coding	1.0	0.2	negative	19
HER2-enriched	4824	-0.1017569303512573	0.010354472874510629	0.1017569303512573	2.0	1.0	0.0	1.0	-0.02035138607025146	0.02035138607025146	0.04550708268942457	1.0	ENSG00000118523.6	ENSG00000118523	CCN2	protein_coding	0.0	0.0	negative	20
